Id,SalePrice
1461,185059.91889020425
1462,185059.91889020425
1463,239241.17464515276
1464,239241.17464515276
1465,200764.31383833173
1466,239241.17464515276
1467,185059.91889020425
1468,239241.17464515276
1469,185059.91889020425
1470,185059.91889020425
1471,200764.31383833173
1472,138475.5859269747
1473,138475.5859269747
1474,138475.5859269747
1475,200764.31383833173
1476,239241.17464515276
1477,185059.91889020425
1478,185059.91889020425
1479,185059.91889020425
1480,185059.91889020425
1481,239241.17464515276
1482,200764.31383833173
1483,185059.91889020425
1484,200764.31383833173
1485,170022.55343328693
1486,239241.17464515276
1487,239241.17464515276
1488,185059.91889020425
1489,185059.91889020425
1490,185059.91889020425
1491,239241.17464515276
1492,95539.49625101939
1493,185059.91889020425
1494,239241.17464515276
1495,239241.17464515276
1496,200764.31383833173
1497,138475.5859269747
1498,138475.5859269747
1499,138475.5859269747
1500,138475.5859269747
1501,138475.5859269747
1502,138475.5859269747
1503,185059.91889020425
1504,239241.17464515276
1505,185059.91889020425
1506,185059.91889020425
1507,239241.17464515276
1508,142933.37869082723
1509,239241.17464515276
1510,185059.91889020425
1511,185059.91889020425
1512,185059.91889020425
1513,170022.55343328693
1514,133455.76485142528
1515,142933.37869082723
1516,142933.37869082723
1517,147767.44211990625
1518,133455.76485142528
1519,185059.91889020425
1520,185059.91889020425
1521,185059.91889020425
1522,185059.91889020425
1523,142933.37869082723
1524,185059.91889020425
1525,185059.91889020425
1526,130815.44234197402
1527,95539.49625101939
1528,142933.37869082723
1529,185059.91889020425
1530,185059.91889020425
1531,142933.37869082723
1532,95539.49625101939
1533,185059.91889020425
1534,107982.11136929377
1535,142933.37869082723
1536,142933.37869082723
1537,95539.49625101939
1538,166766.0279050783
1539,166766.0279050783
1540,130815.44234197402
1541,166766.0279050783
1542,142933.37869082723
1543,195001.10806338527
1544,95539.49625101939
1545,142933.37869082723
1546,142933.37869082723
1547,142933.37869082723
1548,142933.37869082723
1549,142933.37869082723
1550,142933.37869082723
1551,95539.49625101939
1552,142933.37869082723
1553,166766.0279050783
1554,166766.0279050783
1555,185059.91889020425
1556,142933.37869082723
1557,130815.44234197402
1558,142933.37869082723
1559,166766.0279050783
1560,130815.44234197402
1561,133455.76485142528
1562,185059.91889020425
1563,185059.91889020425
1564,133455.76485142528
1565,239241.17464515276
1566,185059.91889020425
1567,95539.49625101939
1568,239241.17464515276
1569,142933.37869082723
1570,185059.91889020425
1571,142933.37869082723
1572,185059.91889020425
1573,185059.91889020425
1574,185059.91889020425
1575,185059.91889020425
1576,239241.17464515276
1577,185059.91889020425
1578,142933.37869082723
1579,147767.44211990625
1580,239241.17464515276
1581,185059.91889020425
1582,185059.91889020425
1583,185059.91889020425
1584,239241.17464515276
1585,200764.31383833173
1586,95539.49625101939
1587,185059.91889020425
1588,185059.91889020425
1589,142933.37869082723
1590,170022.55343328693
1591,185059.91889020425
1592,95539.49625101939
1593,95539.49625101939
1594,133455.76485142528
1595,142933.37869082723
1596,142933.37869082723
1597,133455.76485142528
1598,170022.55343328693
1599,200764.31383833173
1600,200764.31383833173
1601,95539.49625101939
1602,142933.37869082723
1603,95539.49625101939
1604,200764.31383833173
1605,239241.17464515276
1606,170022.55343328693
1607,133455.76485142528
1608,185059.91889020425
1609,185059.91889020425
1610,239241.17464515276
1611,185059.91889020425
1612,185059.91889020425
1613,185059.91889020425
1614,200764.31383833173
1615,138475.5859269747
1616,138475.5859269747
1617,138475.5859269747
1618,185059.91889020425
1619,185059.91889020425
1620,133455.76485142528
1621,239241.17464515276
1622,142933.37869082723
1623,185059.91889020425
1624,239241.17464515276
1625,185059.91889020425
1626,185059.91889020425
1627,239241.17464515276
1628,239241.17464515276
1629,170022.55343328693
1630,200764.31383833173
1631,200764.31383833173
1632,200764.31383833173
1633,170022.55343328693
1634,239241.17464515276
1635,239241.17464515276
1636,185059.91889020425
1637,239241.17464515276
1638,239241.17464515276
1639,185059.91889020425
1640,239241.17464515276
1641,185059.91889020425
1642,239241.17464515276
1643,239241.17464515276
1644,239241.17464515276
1645,185059.91889020425
1646,185059.91889020425
1647,185059.91889020425
1648,185059.91889020425
1649,185059.91889020425
1650,185059.91889020425
1651,185059.91889020425
1652,138475.5859269747
1653,138475.5859269747
1654,138475.5859269747
1655,200764.31383833173
1656,138475.5859269747
1657,138475.5859269747
1658,138475.5859269747
1659,200764.31383833173
1660,185059.91889020425
1661,239241.17464515276
1662,239241.17464515276
1663,185059.91889020425
1664,185059.91889020425
1665,185059.91889020425
1666,185059.91889020425
1667,239241.17464515276
1668,185059.91889020425
1669,185059.91889020425
1670,185059.91889020425
1671,185059.91889020425
1672,185059.91889020425
1673,239241.17464515276
1674,185059.91889020425
1675,200764.31383833173
1676,200764.31383833173
1677,200764.31383833173
1678,185059.91889020425
1679,185059.91889020425
1680,200764.31383833173
1681,200764.31383833173
1682,185059.91889020425
1683,200764.31383833173
1684,239241.17464515276
1685,239241.17464515276
1686,200764.31383833173
1687,170022.55343328693
1688,239241.17464515276
1689,239241.17464515276
1690,239241.17464515276
1691,239241.17464515276
1692,239241.17464515276
1693,170022.55343328693
1694,239241.17464515276
1695,170022.55343328693
1696,239241.17464515276
1697,170022.55343328693
1698,239241.17464515276
1699,185059.91889020425
1700,239241.17464515276
1701,239241.17464515276
1702,185059.91889020425
1703,185059.91889020425
1704,185059.91889020425
1705,185059.91889020425
1706,185059.91889020425
1707,185059.91889020425
1708,185059.91889020425
1709,185059.91889020425
1710,185059.91889020425
1711,239241.17464515276
1712,185059.91889020425
1713,185059.91889020425
1714,185059.91889020425
1715,239241.17464515276
1716,185059.91889020425
1717,185059.91889020425
1718,185059.91889020425
1719,239241.17464515276
1720,185059.91889020425
1721,185059.91889020425
1722,185059.91889020425
1723,185059.91889020425
1724,185059.91889020425
1725,239241.17464515276
1726,239241.17464515276
1727,200764.31383833173
1728,239241.17464515276
1729,239241.17464515276
1730,133455.76485142528
1731,185059.91889020425
1732,185059.91889020425
1733,185059.91889020425
1734,185059.91889020425
1735,185059.91889020425
1736,185059.91889020425
1737,185059.91889020425
1738,239241.17464515276
1739,138475.5859269747
1740,200764.31383833173
1741,200764.31383833173
1742,138475.5859269747
1743,138475.5859269747
1744,185059.91889020425
1745,185059.91889020425
1746,170022.55343328693
1747,239241.17464515276
1748,239241.17464515276
1749,185059.91889020425
1750,185059.91889020425
1751,239241.17464515276
1752,185059.91889020425
